regulation_id,target_slug,target,kind,latin
5455,kornevaya-gnil,корневая гниль,болезнь,
5455,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5455,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5455,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5455,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5455,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5455,tserkosporoz,церкоспороз,болезнь,
5456,golovnya,головня,болезнь,
5456,kornevaya-gnil,корневая гниль,болезнь,
5456,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5456,plesen-snezhnaya,плесень снежная,болезнь,
5456,tserkosporoz,церкоспороз,болезнь,
5457,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5457,kornevaya-gnil,корневая гниль,болезнь,
5457,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5457,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5457,tserkosporoz,церкоспороз,болезнь,
5458,golovnya,головня,болезнь,
5458,kornevaya-gnil,корневая гниль,болезнь,
5458,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5458,plesen-snezhnaya,плесень снежная,болезнь,
5458,tserkosporoz,церкоспороз,болезнь,
5459,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5459,plesen-snezhnaya,плесень снежная,болезнь,
5459,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5459,rinhosporioz,ринхоспориоз,болезнь,
5459,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5460,golovnya,головня,болезнь,
5460,kornevaya-gnil,корневая гниль,болезнь,
5460,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5460,plesen-snezhnaya,плесень снежная,болезнь,
5460,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5461,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5461,tserkosporoz,церкоспороз,болезнь,
5462,golovnya,головня,болезнь,
5462,kornevaya-gnil,корневая гниль,болезнь,
5462,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5462,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5462,plesen-snezhnaya,плесень снежная,болезнь,
5462,plesnevenie-semyan,плесневение семян,болезнь,
5462,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5462,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5463,kornevaya-gnil,корневая гниль,болезнь,
5463,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5463,plesen-snezhnaya,плесень снежная,болезнь,
5463,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5463,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5463,tserkosporoz,церкоспороз,болезнь,
5464,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5465,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5465,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5466,golovnya,головня,болезнь,
5466,kornevaya-gnil,корневая гниль,болезнь,
5466,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5466,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5466,plesnevenie-semyan,плесневение семян,болезнь,
5466,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5467,kornevaya-gnil,корневая гниль,болезнь,
5467,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5467,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5468,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5469,golovnya,головня,болезнь,
5469,kornevaya-gnil,корневая гниль,болезнь,
5469,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5469,plesen-snezhnaya,плесень снежная,болезнь,
5469,plesnevenie-semyan,плесневение семян,болезнь,
5469,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5470,kornevaya-gnil,корневая гниль,болезнь,
5470,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5470,plesen-snezhnaya,плесень снежная,болезнь,
5470,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5471,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5472,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5472,tserkosporoz,церкоспороз,болезнь,
5473,kornevaya-gnil,корневая гниль,болезнь,
5473,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5473,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5474,gelmintosporioz,гельминтоспориоз,болезнь,
5474,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5475,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5475,tserkosporoz,церкоспороз,болезнь,
5476,kornevaya-gnil,корневая гниль,болезнь,
5476,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5476,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5477,gelmintosporioz,гельминтоспориоз,болезнь,
5477,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5478,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5478,tserkosporoz,церкоспороз,болезнь,
5479,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5479,tserkosporoz,церкоспороз,болезнь,
5480,gelmintosporioz,гельминтоспориоз,болезнь,
5480,golovnya,головня,болезнь,
5480,kornevaya-gnil,корневая гниль,болезнь,
5480,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5480,plesnevenie-semyan,плесневение семян,болезнь,
5480,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5481,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5481,kornevaya-gnil,корневая гниль,болезнь,
5481,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5481,plesnevenie-semyan,плесневение семян,болезнь,
5481,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5482,antraknoz,антракноз,болезнь,Colletotrichum lagenarium (Pass.) Ell. et Halst.
5482,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5482,kornevaya-gnil,корневая гниль,болезнь,
5482,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5482,plesnevenie-semyan,плесневение семян,болезнь,
5482,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5483,kornevaya-gnil,корневая гниль,болезнь,
5483,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5483,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5484,gelmintosporioz,гельминтоспориоз,болезнь,
5484,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5485,kornevaya-gnil,корневая гниль,болезнь,
5485,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5485,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5486,gelmintosporioz,гельминтоспориоз,болезнь,
5486,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5487,kornevaya-gnil,корневая гниль,болезнь,
5487,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5487,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5488,gelmintosporioz,гельминтоспориоз,болезнь,
5488,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5489,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5489,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5489,fomoz,фомоз,болезнь,Phoma lingam
5490,antraknoz,антракноз,болезнь,Colletotrichum lagenarium (Pass.) Ell. et Halst.
5490,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5490,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5490,seraya-gnil,серая гниль,болезнь,
5490,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5491,kornevaya-gnil,корневая гниль,болезнь,
5491,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5491,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5492,gelmintosporioz,гельминтоспориоз,болезнь,
5492,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5493,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5493,tserkosporoz,церкоспороз,болезнь,
5494,gelmintosporioz,гельминтоспориоз,болезнь,
5494,golovnya,головня,болезнь,
5494,kornevaya-gnil,корневая гниль,болезнь,
5494,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5494,plesnevenie-semyan,плесневение семян,болезнь,
5494,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5495,kornevaya-gnil,корневая гниль,болезнь,
5495,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5495,regulyator-protiv-poleganiya,регулятор: против полегания,регулятор,
5496,gelmintosporioz,гельминтоспориоз,болезнь,
5496,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5497,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5497,tserkosporoz,церкоспороз,болезнь,
5498,kornevaya-gnil,корневая гниль,болезнь,
5498,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5499,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5499,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5500,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5500,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5500,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5501,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5501,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5501,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5501,tserkosporoz,церкоспороз,болезнь,
5502,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5502,rinhosporioz,ринхоспориоз,болезнь,
5503,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5503,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5503,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5503,tserkosporoz,церкоспороз,болезнь,
5504,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5504,fomoz,фомоз,болезнь,Phoma lingam
5504,tserkosporoz,церкоспороз,болезнь,
5505,gelmintosporioz,гельминтоспориоз,болезнь,
5505,kornevaya-gnil,корневая гниль,болезнь,
5505,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5505,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5505,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5505,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5506,kornevaya-gnil,корневая гниль,болезнь,
5506,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5506,plesen-snezhnaya,плесень снежная,болезнь,
5506,rizoktonioz,ризоктониоз,болезнь,Thanatephorus cucumeris
5506,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5506,tserkosporoz,церкоспороз,болезнь,
5507,gelmintosporioz,гельминтоспориоз,болезнь,
5507,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5507,kornevaya-gnil,корневая гниль,болезнь,
5507,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5507,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5507,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5508,kornevaya-gnil,корневая гниль,болезнь,
5508,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5508,rizoktonioz,ризоктониоз,болезнь,Thanatephorus cucumeris
5508,tserkosporoz,церкоспороз,болезнь,
5509,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5509,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5509,fomoz,фомоз,болезнь,Phoma lingam
5510,antraknoz,антракноз,болезнь,Colletotrichum lagenarium (Pass.) Ell. et Halst.
5510,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5510,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5510,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5510,tserkosporoz,церкоспороз,болезнь,
5511,askohitoz,аскохитоз,болезнь,Ascochyta sojaecola
5512,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5512,fomoz,фомоз,болезнь,Phoma lingam
5512,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5512,tserkosporoz,церкоспороз,болезнь,
5513,antraknoz,антракноз,болезнь,Colletotrichum lagenarium (Pass.) Ell. et Halst.
5513,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5513,seraya-gnil,серая гниль,болезнь,
5514,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5514,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5514,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5514,seraya-gnil,серая гниль,болезнь,
5514,fomoz,фомоз,болезнь,Phoma lingam
5514,fomopsis,фомопсис,болезнь,
5515,gelmintosporioz,гельминтоспориоз,болезнь,
5515,golovnya,головня,болезнь,
5515,kornevaya-gnil,корневая гниль,болезнь,
5515,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5515,plesnevenie-semyan,плесневение семян,болезнь,
5515,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5516,golovnya,головня,болезнь,
5517,gelmintosporioz,гельминтоспориоз,болезнь,
5517,golovnya,головня,болезнь,
5517,kornevaya-gnil,корневая гниль,болезнь,
5517,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5517,plesnevenie-semyan,плесневение семян,болезнь,
5517,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5518,golovnya,головня,болезнь,
5519,golovnya,головня,болезнь,
5520,chernaya-nozhka,черная ножка,болезнь,Erwinia carotovora subsp. atroseptica (van Hall) Dye
5521,dolgonosik,долгоносик,вредитель,
5521,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
5521,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
5521,provolochnik,проволочник,вредитель,
5522,dolgonosik,долгоносик,вредитель,
5522,zhuk-schelkun-provolochnik,жук-щелкун / проволочник,вредитель,
5522,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
5522,provolochnik,проволочник,вредитель,
5523,krestotsvetnaya-bloshka,крестоцветная блошка,вредитель,"Phyllotreta nemorum L., Ph. undulata Kutsch., Ph. armoraciae Koch., Ph. striolata F., Ph. atra Fabr., Ph. cruciferae Goeze., Ph. nigripes F."
5524,pirikulyarioz,пирикуляриоз,болезнь,
5525,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5526,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5526,pyatnistost,пятнистость (общее),болезнь,Phyllosticta mali Prill. & Delacr.
5527,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5527,pyatnistost,пятнистость (общее),болезнь,Phyllosticta mali Prill. & Delacr.
5528,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5529,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5529,rizoktonioz,ризоктониоз,болезнь,Thanatephorus cucumeris
5530,gelmintosporioz,гельминтоспориоз,болезнь,
5530,golovnya,головня,болезнь,
5530,kornevaya-gnil,корневая гниль,болезнь,
5530,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5530,plesnevenie-semyan,плесневение семян,болезнь,
5530,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5531,plesen-snezhnaya,плесень снежная,болезнь,
5531,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5532,gelmintosporioz,гельминтоспориоз,болезнь,
5532,golovnya,головня,болезнь,
5532,kornevaya-gnil,корневая гниль,болезнь,
5532,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5532,plesnevenie-semyan,плесневение семян,болезнь,
5532,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5533,gelmintosporioz,гельминтоспориоз,болезнь,
5533,golovnya,головня,болезнь,
5533,kornevaya-gnil,корневая гниль,болезнь,
5533,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5533,plesen-snezhnaya,плесень снежная,болезнь,
5533,plesnevenie-semyan,плесневение семян,болезнь,
5533,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5533,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5534,gelmintosporioz,гельминтоспориоз,болезнь,
5534,golovnya,головня,болезнь,
5534,kornevaya-gnil,корневая гниль,болезнь,
5534,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5534,plesnevenie-semyan,плесневение семян,болезнь,
5534,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5534,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5535,golovnya,головня,болезнь,
5536,gelmintosporioz,гельминтоспориоз,болезнь,
5536,golovnya,головня,болезнь,
5536,kornevaya-gnil,корневая гниль,болезнь,
5536,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5536,plesnevenie-semyan,плесневение семян,болезнь,
5536,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5537,golovnya,головня,болезнь,
5538,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5538,kornevaya-gnil,корневая гниль,болезнь,
5538,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5538,plesnevenie-semyan,плесневение семян,болезнь,
5538,pyatnistost,пятнистость (общее),болезнь,Phyllosticta mali Prill. & Delacr.
5538,fomoz,фомоз,болезнь,Phoma lingam
5538,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5539,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5539,plesnevenie-semyan,плесневение семян,болезнь,
5539,seraya-gnil,серая гниль,болезнь,
5540,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5540,kornevaya-gnil,корневая гниль,болезнь,
5540,kornevye-gnili,корневые гнили,болезнь,"Fusarium spp. Lk : Fr, Rhizoctonia spp. DC."
5540,plesnevenie-semyan,плесневение семян,болезнь,
5540,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5541,peronosporoz,пероноспороз,болезнь,Pseudoperonospora cubensis (Berk. & M.A. Curtis) Rostovzev.
5541,plesnevenie-semyan,плесневение семян,болезнь,
5541,seraya-gnil,серая гниль,болезнь,
5542,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5542,gnil,гниль (общее),болезнь,
5542,rizoktonioz,ризоктониоз,болезнь,Thanatephorus cucumeris
5542,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5543,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5543,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5544,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5545,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5545,seraya-gnil,серая гниль,болезнь,
5546,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5546,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5547,oidium,оидиум,болезнь,
5547,seraya-gnil,серая гниль,болезнь,
5548,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5548,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5549,mildyu,милдью,болезнь,
5549,oidium,оидиум,болезнь,
5550,mildyu,милдью,болезнь,
5550,oidium,оидиум,болезнь,
5551,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5551,gnili-pri-hranenii,гнили при хранении,болезнь,
5551,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5551,monilioz,монилиоз (ожог),болезнь,Monilia fructigena (Pers.) Pers.
5551,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5551,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5551,plodovaya-gnil-monilioz,плодовая гниль / монилиоз,болезнь,Monilia fructigena (Pers.) Pers.
5552,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5552,gnili-pri-hranenii,гнили при хранении,болезнь,
5552,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5552,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5552,plodovaya-gnil-monilioz,плодовая гниль / монилиоз,болезнь,Monilia fructigena (Pers.) Pers.
5553,mildyu,милдью,болезнь,
5553,oidium,оидиум,болезнь,
5554,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5554,gnili-pri-hranenii,гнили при хранении,болезнь,
5554,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5554,pyatnistost,пятнистость (общее),болезнь,Phyllosticta mali Prill. & Delacr.
5555,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5555,parsha,парша,болезнь,Venturia inaequalis (Cooke) G. Winter.
5555,fitoftoroz,фитофтороз,болезнь,Phytophthora infestans de Bary A.
5556,mildyu,милдью,болезнь,
5556,oidium,оидиум,болезнь,
5557,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5557,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5557,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5557,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5557,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5558,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5558,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5558,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5558,rinhosporioz,ринхоспориоз,болезнь,
5559,buraya-rzhavchina,бурая ржавчина,болезнь,
5559,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5559,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5559,septorioz,септориоз,болезнь,Septoria lycopersici Speg.
5559,fuzarioz,фузариоз,болезнь,Fusarium oxysporum
5560,kladosporioz,кладоспориоз,болезнь,Cladosporium fulvum Cooke
5560,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5560,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5561,muchnistaya-rosa,мучнистая роса,болезнь,Erysiphe cichoracearum Dc. f. cucurbitacearum Poteb.
5561,fomoz,фомоз,болезнь,Phoma lingam
5561,tserkosporoz,церкоспороз,болезнь,
5562,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5562,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5562,seraya-gnil,серая гниль,болезнь,
5562,fomoz,фомоз,болезнь,Phoma lingam
5563,alternarioz,альтернариоз,болезнь,Alternaria solani Sorauer.
5563,rzhavchina,ржавчина,болезнь,Gymnosporangium sabinae ( Dicks.) G. Winter.
5563,seraya-gnil,серая гниль,болезнь,
5563,fomoz,фомоз,болезнь,Phoma lingam
5564,miniruyuschaya-mol,минирующая моль,вредитель,
5564,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
5565,plodozhorka,плодожорка,вредитель,Cydia pomonella L.
5566,listovertka,листовертка,вредитель,Pandemis ribeana Hbn.
5567,sovka,совка,вредитель,
5568,miniruyuschaya-mol,минирующая моль,вредитель,
5568,sovka,совка,вредитель,
5569,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
5569,gnil,гниль (общее),болезнь,
5570,bakterioz,бактериоз,болезнь,Xanthomonas campestris pv. cucurbitae (Bryan) Dye
