reg_no,product,ingredient_slug,ingredient,conc_value,conc_unit
046-03-4530-1,Кригер,klopiralid,Клопиралид,267.0,г/л
046-03-5071-1,Кригер,klopiralid,Клопиралид,267.0,г/л
046-03-4530-1,Кригер,pikloram,Пиклорам,67.0,г/л
046-03-5071-1,Кригер,pikloram,Пиклорам,67.0,г/л
010-02-2867-1,Кристалл,boskalid,Боскалид,90.0,г/л
010-02-2867-1,Кристалл,piraklostrobin,Пираклостробин,100.0,г/л
010-02-2867-1,Кристалл,epoksikonazol,Эпоксиконазол,160.0,г/л
018-03-10066-0,Кронверк,mtspa,МЦПА,500.0,г/л
966-01-4893-0,Кропаген,hlorantraniliprol,Хлорантранилипрол,200.0,г/л
966-02-4892-0,Кропгард,imazalil,Имазалил,15.0,г/л
966-02-4892-0,Кропгард,tiabendazol,Тиабендазол,25.0,г/л
966-02-4892-0,Кропгард,flutriafola,Флутриафола,37.5,г/л
966-03-4834-0,Кропресс,tribenuron-metil,Трибенурон-метил,750.0,г/кг
699-03-4319-1,Кроприш,fluazifop-p-butil,Флуазифоп-П-бутил,150.0,г/л
966-03-4831-0,Кропстар,tribenuron-metil,Трибенурон-метил,750.0,г/кг
966-03-4891-0,Кропстар Мега,tifensulfuron-metil,Тифенсульфурон-метил,250.0,г/кг
966-03-4891-0,Кропстар Мега,tribenuron-metil,Трибенурон-метил,500.0,г/кг
021-09-1822-1,Кротомет,alliumsativum,Аlliumsativum,150.0,г/кг
126-01-3574-1,Кругозор,tiametoksam,Тиаметоксам,600.0,г/л
041-01-9719-0,Круйзер,tiametoksam,Тиаметоксам,350.0,г/л
041-07-4165-1,Круйзер,tiametoksam,Тиаметоксам,600.0,г/л
041-01-873-1,Круйзер,tiametoksam,Тиаметоксам,350.0,г/л
041-01-2974-1,Круйзер,tiametoksam,Тиаметоксам,600.0,г/л
041-01(02)-2548-1,Круйзер Рапс,mefenoksam,Мефеноксам,32.3,г/л
041-01(02)-2548-1,Круйзер Рапс,tiametoksam,Тиаметоксам,280.0,г/л
041-01(02)-2548-1,Круйзер Рапс,fludioksonila,Флудиоксонила,8.0,г/л
178-03-646-1,Круцифер,klopiralid,Клопиралид,267.0,г/л
178-03-646-1,Круцифер,pikloram,Пиклорам,67.0,г/л
178-03-4828-1,"Круцифер, ВР",klopiralid,Клопиралид,267.0,г/л
178-03-4828-1,"Круцифер, ВР",pikloram,Пиклорам,67.0,г/л
010-02-2808-1,Крёз,boskalid,Боскалид,200.0,г/л
010-02-2808-1,Крёз,krezoksim-metil,Крезоксим-метил,100.0,г/л
590(297)-03-3540-1,Ксиор,florasulam,Флорасулам,75.0,г/л
590(297)-03-3540-1,Ксиор,flumetsulam,Флуметсулам,100.0,г/л
070-03-4802-1,Кугард,mezotrion,Мезотрион,75.0,г/л
070-03-4802-1,Кугард,nikosulfuron,Никосульфурон,30.0,г/л
900-07-4298-1,Кудос,progeksadion-kaltsiya,Прогексадион кальция,100.0,г/кг
021-02-1744-1,Кумир,medi-sulfat,Меди сульфат,345.0,г/л
021-02-4737-1,Кумир,medi-sulfat,Меди сульфат,345.0,г/л
014-02-1779-1,Кумулус ДФ,sera,Сера,800.0,г/кг
184(026)-01-2273-1,Кунгфу,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
184(040)-01-1160-1,Кунгфу Супер,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
184-01-10048-0,Кунгфу Супер,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
184(040)-01-1160-1,Кунгфу Супер,tiametoksam,Тиаметоксам,141.0,г/л
184-01-10048-0,Кунгфу Супер,tiametoksam,Тиаметоксам,141.0,г/л
018-03-2195-1,Купаж,tifensulfuron-metil,Тифенсульфурон-метил,750.0,г/кг
389-02-2067-1,Купидон Голд,medi-gidrookis,Меди гидроокись,770.0,г/кг
056-02-1952-1,Куприкол,medi-hlorokis,Меди хлорокись,200.0,г/л
024-02-1301-1,Купроксат,medi-sulfat,Меди сульфат,345.0,г/л
012-02-3844-1,Купролюкс,medi-hlorokis,Меди хлорокись,689.5,г/кг
012-02-3844-1,Купролюкс,tsimoksanil,Цимоксанил,42.0,г/кг
141-06-3336-1,Курант,brodifakum,Бродифакум,2.5,г/л
029-02-2069-1,Курзат Р,medi-hlorokis,Меди хлорокись,689.5,г/кг
029-02-2069-1,Курзат Р,tsimoksanil,Цимоксанил,42.0,г/кг
866-02-4726-0,Курзат Р КА,medi-hlorokis,Меди хлорокись,689.5,г/кг
866-02-4726-0,Курзат Р КА,tsimoksanil,Цимоксанил,42.0,г/кг
064-01-3548-1,Куррито,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
064-01-3548-1,Куррито,tiametoksam,Тиаметоксам,141.0,г/л
446-03-1540-1,Курсар,imazamoks,Имазамокс,40.0,г/л
156-02-1926-1,Кустодия,azoksistrobin,Азоксистробин,120.0,г/л
156-02-1926-1,Кустодия,tebukonazol,Тебуконазол,200.0,г/л
971-03-4988-0,Кэйталин,glifosat,Глифосат,540.0,г/л
971-03-4980-0,Кэйталин Экстра,glifosat,Глифосат,687.0,г/кг
082-02-10082-0,Кэнсел,flutriafol,Флутриафол,250.0,г/л
082-02-1031-1,Кэнсел,flutriafol,Флутриафол,250.0,г/л
097-03-1849-1,Лабрадор,propizohlor,Пропизохлор,720.0,г/л
101-02-4351-1,Лавибакт,lactobacillus-plantarum,Lactobacillus plantarum,1000000000.0,КОЕ/см³
590(297)-03-3539-1,Ладон про,propizohlor,Пропизохлор,720.0,г/л
021-03-1725-1,Лазурит,metribuzin,Метрибузин,700.0,г/кг
021-03-3066-1,Лазурит Супер,metribuzin,Метрибузин,270.0,г/л
021-03-3720-1,Лазурит Т,metribuzin,Метрибузин,700.0,г/кг
021-03-2652-1,Лазурит Ультра,metribuzin,Метрибузин,600.0,г/л
148-03(04)-3599-1,Лайфлайн,glyufosinat-ammoniy,Глюфосинат аммоний,280.0,г/л
184(026)-03-3494-1,Лама,mefenpir-dietil,Мефенпир-диэтил,75.0,г/л
184(026)-03-3494-1,Лама,fenoksaprop-p-etil,Феноксапроп-п-этил,69.0,г/л
б/н Лама 100,Лама 100,klokvintoset-meksil,Клоквинтосет-мексил,27.0,г/л
б/н Лама 100,Лама 100,fenoksaprop-p-etil,Феноксапроп-п-этил,100.0,г/л
019-02-2016-1,Ламадор,protiokonazol,Протиоконазол,250.0,г/л
019-02-2016-1,Ламадор,tebukonazol,Тебуконазол,150.0,г/л
019-02-4278-0,Ламадор Про,protiokonazol,Протиоконазол,100.0,г/л
019-02-4278-0,Ламадор Про,tebukonazol,Тебуконазол,60.0,г/л
019-02-4278-0,Ламадор Про,fluopiram,Флуопирам,20.0,г/л
085-03-3016-1,Ламбада,2-4-d,"2,4-Д",300.0,г/л
085-03-3016-1,Ламбада,florasulam,Флорасулам,6.25,г/л
971-04(03)-9770-0,Ламонд,dikvat-dibromida,Дикват дибромида,373.0,г/л
642-03-2918-1,Ланкастер,kletodim,Клетодим,240.0,г/л
029-01-808-1,Ланнат,metomil,Метомил,250.0,г/кг
009-03-2795-1,Ланцелот 450,aminopiralid,Аминопиралид,300.0,г/кг
009-03-2795-1,Ланцелот 450,florasulam,Флорасулам,150.0,г/кг
021-02-4538-1,Ланцея,pikoksistrobin,Пикоксистробин,100.0,г/л
021-02-4538-1,Ланцея,protiokonazol,Протиоконазол,125.0,г/л
489-03-2951-1,Ларен Мет Про,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
029-03-1199-1,Ларен Про,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
010-07-3391-1,Лариксифол,digidrokvertsetin,Дигидрокверцетин,50.0,г/л
278-02-4109-1,Ларимар,tebukonazol,Тебуконазол,60.0,г/л
278-02-4109-1,Ларимар,tiabendazol,Тиабендазол,80.0,г/л
050-03-2967-1,Ларт,dikamba,Дикамба,480.0,г/л
082-01-3049-1,Лассо,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
021-03-4006-1,Ластик Топ,klodinafop-propargil,Клодинафоп-пропаргил,60.0,г/л
021-03-4006-1,Ластик Топ,klokvintoset-meksil,Клоквинтосет-мексил,40.0,г/л
021-03-4006-1,Ластик Топ,fenoksaprop-p-etil,Феноксапроп-п-этил,90.0,г/л
021-03-2972-1,Ластик Экстра,klokvintoset-meksil,Клоквинтосет-мексил,40.0,г/л
021-03-2972-1,Ластик Экстра,fenoksaprop-p-etil,Феноксапроп-п-этил,70.0,г/л
019-03-2868-1,Лаудис,izoksadifen-etila,Изоксадифен-этила,100.0,г/кг
019-03-2868-1,Лаудис,tembotrion,Темботрион,200.0,г/кг
010-03-3582-1,Левират,2-4-d,"2,4-Д",550.0,г/л
086(197)-03-1332-1,Легат,kletodim,Клетодим,240.0,г/л
781-03-4503-1,Леггеро Форте,klodinafop-propargil,Клодинафоп-пропаргил,240.0,г/л
781-03-4503-1,Леггеро Форте,klokvintoset-meksil,Клоквинтосет-мексил,60.0,г/л
774-03-3375-1,Легенда,mezotrion,Мезотрион,75.0,г/л
774-03-3375-1,Легенда,nikosulfuron,Никосульфурон,30.0,г/л
178-03-3981-1,Легион,kletodim,Клетодим,240.0,г/л
178-03-2598-1,Легион Комби,kletodim,Клетодим,240.0,г/л
023(197)-03-4594-1,Легионер,fluazifop-p-butil,Флуазифоп-П-бутил,150.0,г/л
085(086)-03-598-1,Лемур,kvizalofop-p-tefuril,Квизалофоп-п-тефурил,40.0,г/л
546-03-2194-1,Лентагран 600,piridat,Пиридат,600.0,г/л
435-01-1492-1,Лепидобактоцид,bacillus-thuringiensis,Bacillus thuringiensis,10000000000.0,спор/г
034-01-2886-1,Лепидоцид,bacillus-thuringiensissubsp,Bacillus thuringiensissubsp,60000000000.0,спор/г
034-01-2882-1,Лепидоцид,bacillus-thuringiensissubsp,Bacillus thuringiensissubsp,10000000000.0,спор/Мл
242-01-1570-1,Лептоцид,bacillus-thuringiensis,Bacillus thuringiensis,1000000000.0,КОЕ/Мл
126-03-4534-1,Лерашанс,klopiralid,Клопиралид,267.0,г/л
126-03-4534-1,Лерашанс,pikloram,Пиклорам,67.0,г/л
021-02-3404-1,Либертадор,tsiazofamid,Циазофамид,160.0,г/л
178-03-1400-1,Лигат,kletodim,Клетодим,150.0,г/л
178-03-9601-1,Лигат,kletodim,Клетодим,150.0,г/л
178-03-1400-1,Лигат,hizalofop-p-etil,Хизалофоп-п-этил,65.0,г/л
178-03-9601-1,Лигат,hizalofop-p-etil,Хизалофоп-п-этил,65.0,г/л
046-03-1272-1,Лидер,desmedifam,Десмедифам,71.0,г/л
046-03-5044-1,Лидер,desmedifam,Десмедифам,71.0,г/л
046-03-1272-1,Лидер,fenmedifam,Фенмедифам,91.0,г/л
046-03-5044-1,Лидер,fenmedifam,Фенмедифам,91.0,г/л
046-03-1272-1,Лидер,etofumezat,Этофумезат,112.0,г/л
046-03-5044-1,Лидер,etofumezat,Этофумезат,112.0,г/л
024-03-2819-1,Линтаплант,mtspa,МЦПА,500.0,г/л
041-03-490-1,Линтур,dikamba,Дикамба,659.0,г/кг
041-03-4804-1,Линтур,dikamba,Дикамба,659.0,г/кг
041-03-490-1,Линтур,triasulfuron,Триасульфурон,41.0,г/кг
041-03-4804-1,Линтур,triasulfuron,Триасульфурон,41.0,г/кг
653-03-4185-1,Лира,kvizalofop-p-tefuril,Квизалофоп-п-тефурил,40.0,г/л
041-01-2682-1,Лирум,abamektin,Абамектин,18.0,г/л
041-01-2682-1,Лирум,tsiantraniliprol,Циантранилипрол,60.0,г/л
041-03-2668-1,Листего Про,imazamoks,Имазамокс,50.0,г/л
586-03-3875-1,Логано,mezotrion,Мезотрион,480.0,г/л
041-03-1696-1,Логран,triasulfuron,Триасульфурон,750.0,г/кг
699-03-9884-1,Локсуфон Экстра,piroksasulfon,Пироксасульфон,850.0,г/кг
018-01-9830-0,Локустин,diflubenzuron,Дифлубензурон,125.0,г/л
018-01-1057-1,Локустин,diflubenzuron,Дифлубензурон,125.0,г/л
018-01-9830-0,Локустин,imidakloprid,Имидаклоприд,110.0,г/л
018-01-1057-1,Локустин,imidakloprid,Имидаклоприд,110.0,г/л
156-03-4310-1,Лонган,klopiralid,Клопиралид,300.0,г/л
192(424)-03-2550-1,Лонтерр,klopiralid,Клопиралид,750.0,г/кг
009-03-1253-1,Лонтрел гранд,klopiralid,Клопиралид,750.0,г/кг
866-03-4670-0,Лонтрел гранд КА,klopiralid,Клопиралид,750.0,г/кг
009-03-1235-1,Лонтрел-300,klopiralid,Клопиралид,300.0,г/л
018-03-2800-1,Лорнет,klopiralid,Клопиралид,300.0,г/л
142-04-3958-1,Лост,dikvata-dibromida,Диквата дибромида,150.0,г/л
019-02-4979-0,Луна Транквилити,pirimetanil,Пириметанил,375.0,г/л
019-02-574-1,Луна Транквилити,pirimetanil,Пириметанил,375.0,г/л
019-02-4979-0,Луна Транквилити,fluopiram,Флуопирам,125.0,г/л
019-02-574-1,Луна Транквилити,fluopiram,Флуопирам,125.0,г/л
019-02-2037-1,Луна Экспириенс,tebukonazol,Тебуконазол,200.0,г/л
019-02-2037-1,Луна Экспириенс,fluopiram,Флуопирам,200.0,г/л
886-03-9882-0,Люгер,2-4-d,"2,4-Д",300.0,г/л
606-03-3746-1,Люгер,2-4-d,"2,4-Д",300.0,г/л
886-03-9882-0,Люгер,florasulam,Флорасулам,6.25,г/л
606-03-3746-1,Люгер,florasulam,Флорасулам,6.25,г/л
041-03-3487-1,Люмакс,mezotrion,Мезотрион,37.5,г/л
041-03-3487-1,Люмакс,s-metolahlor,С-метолахлор,375.0,г/л
041-03-3487-1,Люмакс,terbutilazin,Тербутилазин,125.0,г/л
029-01-2241-1,Люмипоса,tsiantraniliprol,Циантранилипрол,625.0,г/л
866-01-4613-1,Люмипоса КА,tsiantraniliprol,Циантранилипрол,625.0,г/л
029-02-2826-1,Люмисена,oksatiapiprolin,Оксатиапипролин,200.0,г/л
866-02-4757-0,Люмисена КА,oksatiapiprolin,Оксатиапипролин,200.0,г/л
869-02-4253-1,Люмифлекс,ipkonazol,Ипконазол,452.0,г/л
041-01-2538-1,Люфокс,lyufenuron,Люфенурон,30.0,г/л
041-01-2538-1,Люфокс,fenoksikarb,Феноксикарб,75.0,г/л
004(549)-01-5024-1,Лямбда-С,lyambda-tsigalotrin,Лямбда-цигалотрин,50.0,г/л
389-01-4294-1,Мабет,abamektin,Абамектин,18.0,г/л
156-01-2854-1,Маврик,tau-flyuvalinat,Тау-флювалинат,240.0,г/л
156-02-4473-1,Маганик,difenokonazol,Дифеноконазол,125.0,г/л
156-02-4473-1,Маганик,protiokonazol,Протиоконазол,175.0,г/л
148-01-2000-1,Магна,magniya-fosfid,Магния фосфид,660.0,г/кг
192-02-4877-1,Магнат Тотал,tritikonazol,Тритиконазол,50.0,г/л
192-02-631-1,Магнат Тотал,tritikonazol,Тритиконазол,50.0,г/л
192-02-4877-1,Магнат Тотал,fludioksanil,Флудиоксанил,25.0,г/л
192-02-631-1,Магнат Тотал,fludioksonil,Флудиоксонил,25.0,г/л
041-02-1668-1,Магнелло,difenokonazol,Дифеноконазол,250.0,г/л
041-02-1668-1,Магнелло,tebukonazol,Тебуконазол,100.0,г/л
010-03-4929-1,Магнификус,amidosulfuron,Амидосульфурон,100.0,г/л
010-03-4929-1,Магнификус,yodosulfuron-metil-natriy,Йодосульфурон-метил-натрий,25.0,г/л
010-03-4929-1,Магнификус,mefenpir-dietil,Мефенпир-диэтил,250.0,г/л
092-01-2135-1,Магнифос,magniya-fosfid,Магния фосфид,660.0,г/кг
021-03-1798-1,Магнум,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
021-03-3532-1,Магнум Супер,metsulfuron-metil,Метсульфурон-метил,300.0,г/кг
021-03-3532-1,Магнум Супер,tribenuron-metil,Трибенурон-метил,450.0,г/кг
057-01-2021-1,Магтоксин,magniya-fosfid,Магния фосфид,560.0,г/кг
057-01-2020-1,Магтоксин,magniya-fosfid,Магния фосфид,660.0,г/кг
178-03-2917-1,Маис,rimsulfuron,Римсульфурон,250.0,г/кг
019-03-2409-1,МайсТер,izoksadifen-etil,Изоксадифен-этил,300.0,г/кг
019-03-2409-1,МайсТер,yodosulfuron-metil-natriy,Йодосульфурон-метил-натрий,10.0,г/кг
019-03-2409-1,МайсТер,foramsulfuron,Форамсульфурон,300.0,г/кг
019-03-4081-1,МайсТер Пауэр,yodosulfuron-metil-natriy,Йодосульфурон-метил-натрий,1.0,г/л
019-03-4081-1,МайсТер Пауэр,tienkarbazon-metil,Тиенкарбазон-метил,10.0,г/л
019-03-4081-1,МайсТер Пауэр,foramsulfuron,Форамсульфурон,31.5,г/л
019-03-4081-1,МайсТер Пауэр,tsiprosulfamid,Ципросульфамид,15.0,г/л
018-01-9985-0,Маклауд,lyambda-tsigalotrin,Лямбда-цигалотрин,20.0,г/л
018-01-9985-0,Маклауд,metomil,Метомил,250.0,г/л
866-03-9997-0,Макой,klodinafop-propargil,Клодинафоп-пропаргил,90.0,г/л
866-03-9997-0,Макой,mefenpir-dietil,Мефенпир-диэтил,40.0,г/л
866-03-9997-0,Макой,fenoksaprop-p-etil,Феноксапроп-п-этил,90.0,г/л
192-03-3277-1,Макси Злак,kletodim,Клетодим,120.0,г/л
041-02-4335-0,Максим,fludioksonil,Флудиоксонил,25.0,г/л
041-02-1018-1,Максим 480,fludioksonil,Флудиоксонил,480.0,г/л
041-02-9999-0,Максим 480,fludioksonil,Флудиоксонил,480.0,г/л
014-02-2628-1,Максим Адванс,mefenoksam,Мефеноксам,20.0,г/л
014-02-2628-1,Максим Адванс,tiabendazol,Тиабендазол,150.0,г/л
041-02-2077-1,Максим Голд,mefenoksam,Мефеноксам,10.0,г/л
041-02-2077-1,Максим Голд,fludioksonil,Флудиоксонил,25.0,г/л
012-02-4653-1,Максим Дачник,fludioksonil,Флудиоксонил,25.0,г/л
041-02-872-1,Максим Кватро,azoksistrobin,Азоксистробин,15.0,г/л
041-02-9701-0,Максим Кватро,azoksistrobin,Азоксистробин,15.0,г/л
041-02-872-1,Максим Кватро,mefenoksam,Мефеноксам,30.0,г/л
041-02-9701-0,Максим Кватро,mefenoksama,Мефеноксама,30.0,г/л
041-02-872-1,Максим Кватро,tiabendazol,Тиабендазол,300.0,г/л
041-02-9701-0,Максим Кватро,tiabendazol,Тиабендазол,300.0,г/л
041-02-872-1,Максим Кватро,fludioksonil,Флудиоксонил,37.5,г/л
041-02-9701-0,Максим Кватро,fludioksonil,Флудиоксонил,37.5,г/л
041-02-3992-1,Максим Плюс,difenokonazol,Дифеноконазол,25.0,г/л
041-02-3992-1,Максим Плюс,fludioksonil,Флудиоксонил,25.0,г/л
041-02-4164-1,Максим Форте,azoksistrobin,Азоксистробин,10.0,г/л
041-02-4164-1,Максим Форте,tebukonazol,Тебуконазол,15.0,г/л
041-02-4164-1,Максим Форте,fludioksonil,Флудиоксонил,25.0,г/л
041-02-1338-1,Максим Экстрим,fludioksonil,Флудиоксонил,18.7,г/л
041-02-1338-1,Максим Экстрим,tsiprokonazol,Ципроконазол,6.25,г/л
966-01-4973-0,Малатэкс,malation,Малатион,570.0,г/л
010-03-1577-1,Малахит,metamitron,Метамитрон,700.0,г/кг
201-02-4596-1,Малвин,kaptan,Каптан,800.0,г/кг
004(549)-03-5019-1,Малибу,triflusulfuron-metil,Трифлусульфурон-метил,120.0,г/л
866-03-9996-0,Мамай,glifosat,Глифосат,480.0,г/л
021-01-3102-1,Мамба,alfa-tsipermetrin,Альфа-ципермeтрин,150.0,г/л
148-02-2526-1,Манзат,mankotseb,Манкоцеб,750.0,г/кг
010-02-3818-1,Манифест,mankotseb,Манкоцеб,640.0,г/кг
010-02-3818-1,Манифест,mefenoksam,Мефеноксам,40.0,г/кг
102-02-1548-1,Манкодим,dimetomorf,Диметоморф,90.0,г/кг
102-02-1548-1,Манкодим,mankotseb,Манкоцеб,600.0,г/кг
184(026)-02-2256-1,Манкоцеб,mankotseb,Манкоцеб,800.0,г/кг
197-03-1373-1,Мантра,imazamoks,Имазамокс,33.0,г/л
197-03-1373-1,Мантра,imazapir,Имазапир,15.0,г/л
159-02-1025-1,Манфил,mankotseb,Манкоцеб,800.0,г/кг
402-03-4797-1,МарафонСоя,fomesafen,Фомесафен,250.0,г/л
192-03-1284-1,Мариус,metamitron,Метамитрон,700.0,г/л
192-03-9953-1,Мариус,metamitron,Метамитрон,700.0,г/л
082-03-4349-1,Маркос,imazamoks,Имазамокс,33.0,г/л
082-03-4349-1,Маркос,imazetapir,Имазетапир,50.0,г/л
015-01-722-1,Масай,tebufenpirad,Тебуфенпирад,200.0,г/кг
156-02-4522-1,Мастеркоп,medi-sulfat,Меди сульфат,259.0,г/л
021-01-2672-1,МатринБио,matrin,Матрин,5.0,г/л
021-01-4440-1,МатринБио БАУ,matrin,Матрин,0.025,г/л
366-07-1113-1,Матрица Роста,polidiallildimetilammoniy-hlorid,Полидиаллилдиметиламмоний хлорид,150.0,г/л
041-01-4413-0,Матч,lyufenuron,Люфенурон,50.0,г/л
866-03-10049-0,Маузер,2-4-d,"2,4-Д",280.0,г/л
866-03-10049-0,Маузер,klopiralid,Клопиралид,30.0,г/л
866-03-10049-0,Маузер,florasulam,Флорасулам,12.0,г/л
278-02-494-1,Маэстро,propikonazol,Пропиконазол,250.0,г/л
278-02-494-1,Маэстро,tsiprokonazol,Ципроконазол,80.0,г/л
082-03-1393-1,Мегалит,klopiralid,Клопиралид,267.0,г/л
082-03-1393-1,Мегалит,pikloram,Пиклорам,67.0,г/л
010-03(04)-3761-1,Мегаполис,glyufosinat-ammoniy,Глюфосинат аммоний,150.0,г/л
144-01-568-1,Медвегон,diazinon,Диазинон,40.0,г/кг
046-01-3041-1,Медветокс,diazinon,Диазинон,50.0,г/кг
046-01-5045-1,Медветокс,diazinon,Диазинон,50.0,г/кг
046-01-4181-1,Медветокс Форте,imidakloprid,Имидаклоприд,5.0,г/кг
046-01-5060-1,Медветокс Форте,imidakloprid,Имидаклоприд,5.0,г/кг
018-02-4498-1,Медея,difenokonazol,Дифеноконазол,50.0,г/л
018-02-4498-1,Медея,flutriafol,Флутриафол,30.0,г/л
018-01-4170-1,Медоуз,atsetamiprid,Ацетамиприд,200.0,г/л
097-03-2353-1,Мезокорн,mezotrion,Мезотрион,480.0,г/л
082-03-10093-0,Мезофлор,mezotrion,Мезотрион,100.0,г/л
082-03-10093-0,Мезофлор,nikosulfuron,Никосульфурон,40.0,г/л
082-03-10093-0,Мезофлор,florasulam,Флорасулам,4.5,г/л
010-03-2809-1,Меис,mezotrion,Мезотрион,480.0,г/л
018-01-1989-1,Мекар,abamektin,Абамектин,18.0,г/л
547-07-3294-1,Мелафен,melaminovaya-sol-bis-fosfinovoy-kisloty,Меламиновая соль бис фосфиновой кислоты,10.0,г/л
446-03-1539-1,Мелион,nikosulfuron,Никосульфурон,40.0,г/л
653-01-2960-1,Мелория,lyambda-tsigalotrin,Лямбда-цигалотрин,106.0,г/л
653-01-2960-1,Мелория,tiametoksam,Тиаметоксам,141.0,г/л
085-03-4140-1,Меридиан,klopiralid,Клопиралид,267.0,г/л
085-03-4140-1,Меридиан,pikloram,Пиклорам,67.0,г/л
213-03-1208-1,Мерлин,izoksaflyutol,Изоксафлютол,750.0,г/кг
019-03-2038-1,Мерлин Флекс,izoksaflyutol,Изоксафлютол,240.0,г/л
019-03-2038-1,Мерлин Флекс,tsiprosulfamid,Ципросульфамид,240.0,г/л
156-02-2999-1,Мерпан,kaptan,Каптан,500.0,г/кг
018-02-3491-1,Мессер,mefenoksam,Мефеноксам,210.0,г/л
018-02-3491-1,Мессер,fludioksonil,Флудиоксонил,25.0,г/л
014-07-1182-1,Мессидор,mepikvat-hlorid,Мепикват-хлорид,300.0,г/л
014-07-1182-1,Мессидор,progeksadion-kaltsiya,Прогексадион кальция,50.0,г/л
130-03-3184-1,МетАлт,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
495-02-1941-1,Метабактерин,bacillus-subtilis,Bacillus subtilis,10000000000.0,КОЕ/г
495-02-1941-1,Метабактерин,methylobacteriumextorquensnvdbkmb-2879-d,Methylobacteriumextorquensnvdbkmb-2879 d,10000000000.0,КОЕ/г
495-02-1941-1,Метабактерин,validamitsinstreptomyces-hygroscopicussubsp-limoneus-vkpmas-,"Валидамицинstreptomyces hygroscopicussubsp, «limoneus» вкпмас-1966",0.5,г/кг
117-22-1518-1,Метабром-РФО,metilbromid,Метилбромид,980.0,г/кг
196-01-3937-1,Метавайт,bacillus-thuringiensisvar,Bacillus thuringiensisvar,1000000000.0,КОЕ/Мл
196-01-3937-1,Метавайт,beauveria-bassiana,Beauveria bassiana,100000000.0,КОЕ/Мл
196-01-3937-1,Метавайт,metarhizium-anisopliae,Metarhizium anisopliae,10000000.0,КОЕ/Мл
196-01-3937-1,Метавайт,streptomyces-sp,Streptomyces sp,100000.0,КОЕ/Мл
021-02-4273-1,Метаксил,mankotseb,Манкоцеб,640.0,г/кг
021-02-4273-1,Метаксил,metalaksil,Металаксил,80.0,г/кг
018-02-4263-1,Метамил МЦ,mankotseb,Манкоцеб,640.0,г/кг
018-02-4263-1,Метамил МЦ,metalaksil,Металаксил,80.0,г/кг
002-03-3975-1,Метамир,metamitron,Метамитрон,700.0,г/л
242-01-416-1,Метаризин,metarhizium-anisopliae,Metarhizium anisopliae,100000000.0,КОЕ/Мл
050(360)-03-1059-1,Метарон,metamitron,Метамитрон,700.0,г/кг
607-03-3728-1,Метас,imazamoks,Имазамокс,40.0,г/л
148-03-4409-1,Метафол,metamitron,Метамитрон,700.0,г/л
082-03-9751-0,Метафор,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
126-02-1195-1,Меташанс,mankotseb,Манкоцеб,640.0,г/кг
126-02-1195-1,Меташанс,metalaksil,Металаксил,80.0,г/кг
063-02-2088-1,Метеор,medi-gidrookis,Меди гидроокись,770.0,г/кг
010-03-2904-1,Меткий,mezotrion,Мезотрион,75.0,г/л
010-03-2904-1,Меткий,nikosulfuron,Никосульфурон,30.0,г/л
097-03-554-1,Метметил,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
002-03-4938-1,Метметил,metsulfuron-metil,Метсульфурон-метил,600.0,г/кг
б/н Метолс,Метолс,s-metolahlor,С-метолахлор,960.0,г/л
050(360)-01-2978-1,Метомакс,bifentrina,Бифентрина,25.0,г/л
050(360)-01-2978-1,Метомакс,metomil,Метомил,250.0,г/л
389-01-9891-0,Метонат,metomil,Метомил,250.0,г/кг
389-01-3671-1,Метонат,metomil,Метомил,250.0,г/кг
050-03-4920-1,Метрибут,metribuzin,Метрибузин,500.0,г/л
322-03-4718-1,Метрифар 70,metribuzin,Метрибузин,700.0,г/кг
322-03-1202-1,Метрифар 70,metribuzin,Метрибузин,700.0,г/кг
467-07-1697-1,Мивал-Агро,1-hlormetilsilatran,1-хлорметилсилатран,190.0,г/кг
467-07-1697-1,Мивал-Агро,ortokrezoksiuksusnoy-kisloty-trietanolammonievaya-sol,Ортокрезоксиуксусной кислоты триэтаноламмониевая соль,760.0,г/кг
094-02-10069-0,Мигива,ipflufenokvin,Ипфлуфеноквин,200.0,г/л
010-03-3469-1,Мидас,2-4-d,"2,4-Д",410.0,г/л
010-03-3469-1,Мидас,florasulam,Флорасулам,15.0,г/л
139-02-4477-1,Микозар,bacillus-subtilis,Bacillus subtilis,50000000000.0,КОЕ/г
817-07-3677-1,Микромецен,natrievaya-sol-bis-fosfinovoy-kisloty,Натриевая соль бис фосфиновой кислоты,0.0001,г/л
148-02-4864-1,Микротиол Специаль,sera,Сера,800.0,г/кг
148-02-854-1,Микротиол Специаль,sera,Сера,800.0,г/кг
