regulation_id,reg_no,product,brand,use,norm,crop_raw,method,page
2222,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Магний,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",552
2223,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Магний,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",552
2224,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Магний,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",552
2225,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Магний,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",552
2226,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Магний,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",552
2227,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,C,"0,3-0,5 л/га","Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 100-300 л/га,552
2228,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,C,"0,3-0,5 л/га","Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,553
2229,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",553
2230,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",553
2231,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",553
2232,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,553
2233,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",554
2234,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,"Плодово-ягодные культуры, виноград",Корневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора – 3-5 л/м2,554
2235,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,Декоративные культуры (лиственные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",554
2236,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,Декоративные культуры (лиственные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора - 3-5 л/м2",554
2237,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,Декоративные культуры (хвойные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",554
2238,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",555
2239,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",555
2240,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",555
2241,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",555
2242,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Медь,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",555
2243,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,C,"0,1-0,3 л/га","Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора -100-300 л/га,555
2244,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,C,"0,1-0,3 л/га","Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,556
2245,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",556
2246,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",556
2247,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",556
2248,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,556
2249,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",557
2250,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,"Плодово-ягодные культуры, виноград",Корневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора – 3-5 л/м2,557
2251,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,Декоративные культуры (лиственные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",557
2252,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,Декоративные культуры (лиственные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора - 3-5 л/м2",557
2253,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,Декоративные культуры (хвойные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",557
2254,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",558
2255,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",558
2256,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",558
2257,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",558
2258,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Молибден,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",558
2259,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,C,"0,5-2 л/га","Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 100-300 л/га,558
2260,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,C,"0,5-2 л/га","Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,559
2261,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",559
2262,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",559
2263,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",559
2264,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,559
2265,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",560
2266,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,"Плодово-ягодные культуры, виноград",Корневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора – 3-5 л/м2,560
2267,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,Декоративные культуры (лиственные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",560
2268,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,Декоративные культуры (лиственные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора - 3-5 л/м2",560
2269,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,Декоративные культуры (хвойные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",560
2270,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",561
2271,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",561
2272,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",561
2273,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",561
2274,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Сера,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",561
2275,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,C,"0,5-1,5 л/га","Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 100-300 л/га,561
2276,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,C,"0,5-1,5 л/га","Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,562
2277,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",562
2278,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",562
2279,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",562
2280,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,562
2281,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",563
2282,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,"Плодово-ягодные культуры, виноград",Корневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора – 3-5 л/м2,563
2283,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,Декоративные культуры (лиственные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",563
2284,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,Декоративные культуры (лиственные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора - 3-5 л/м2",563
2285,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,Декоративные культуры (хвойные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",563
2286,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",564
2287,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",564
2288,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",564
2289,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",564
2290,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Цинк,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",564
2291,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,C,1-2 л/га,"Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 100-300 л/га,564
2292,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,C,1-2 л/га,"Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,565
2293,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",565
2294,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",565
2295,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",565
2296,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,565
2297,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",566
2298,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,"Плодово-ягодные культуры, виноград",Корневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора – 3-5 л/м2,566
2299,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,Декоративные культуры (лиственные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",566
2300,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,Декоративные культуры (лиственные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 21-28 дней. Расход рабочего раствора - 3-5 л/м2",566
2301,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,Декоративные культуры (хвойные),"Некорневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора: кустарники - 2 л/растение, деревья – 10-20 л/растение",566
2302,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,Декоративные культуры (хвойные),"Корневая подкормка растений весной при возобновлении вегетации, далее 2-3 раза с интервалом 15-20 дней. Расход рабочего раствора - 3-5 л/м2",567
2303,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,10-50 мл/10 л воды,Травы газонные,"Некорневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 1,5-3 л/10 м2",567
2304,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,1-5 мл/10 л воды,Травы газонные,"Корневая подкормка растений весной в начале отрастания травостоя, далее 5-6 раз после скашивания травы. Расход рабочего раствора – 3-5 л/м2",567
2305,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Некорневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения листовой поверхности",567
2306,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Фосфор,Л,5 мл/2 л воды,Цветочно-декоративные культуры (горшечные растения),"Корневая подкормка растений в период с марта по сентябрь – 1 раз в 10-15 дней, в период с октября по февраль – 1 раз в 1-1,5 месяца. Расход рабочего раствора – до увлажнения земляного кома",567
2307,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,C,1-3 л/га,"Зерновые, зернобобовые, технические, кормовые, бахчевые, овощные культуры, картофель, цветочно-декоративные культуры",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 100-300 л/га,567
2308,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,C,1-3 л/га,"Плодово-ягодные, декоративные культуры, виноград",Некорневая подкормка растений в течение вегетационного периода. Расход рабочего раствора – 600-1000 л/га,568
2309,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,Л,10-50 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Некорневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",568
2310,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,Л,1-5 мл/10 л воды,"Овощные, цветочные (однолетние) культуры","Корневая подкормка растений после появления полных всходов или высадки рассады, далее 3-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2",568
2311,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,Л,10-50 мл/10 л воды,Цветочные (многолетние) культуры,"Некорневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 1,5-3 л/10 м2",568
2312,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,Л,1-5 мл/10 л воды,Цветочные (многолетние) культуры,Корневая подкормка растений до цветения 1-2 раза с интервалом 10-15 дней и после цветения 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 3-5 л/м2,568
2313,200-13-9913-1,Органоминеральное удобрение ГРИН ЛИФТ Медь,Кальций,Л,10-50 мл/10 л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в период бутонизации – начала цветения и через 10 дней после цветения. Расход рабочего раствора: кустарники -1,5-2 л/10 м2 или растение, деревья – 2-10 л/растение",569
